ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brand,Meta: _wc_facebook_sync_enabled,Meta: pyre_main_top_padding,Meta: pyre_main_bottom_padding,Meta: pyre_portfolio_width_100,Meta: pyre_hundredp_padding,Meta: pyre_display_header,Meta: pyre_header_100_width,Meta: pyre_combined_header_bg_color,Meta: pyre_mobile_header_bg_color,Meta: pyre_header_bg,Meta: pyre_header_bg_id,Meta: pyre_header_bg_full,Meta: pyre_header_bg_repeat,Meta: pyre_displayed_menu,Meta: pyre_display_footer,Meta: pyre_display_copyright,Meta: pyre_footer_100_width,Meta: pyre_sidebar_position,Meta: pyre_responsive_sidebar_order,Meta: pyre_sidebar_sticky,Meta: pyre_sidebar_bg_color,Meta: pyre_slider_type,Meta: pyre_slider,Meta: pyre_wooslider,Meta: pyre_revslider,Meta: pyre_elasticslider,Meta: pyre_slider_position,Meta: pyre_avada_rev_styles,Meta: pyre_fallback,Meta: pyre_fallback_id,Meta: pyre_demo_slider,Meta: pyre_page_bg_layout,Meta: pyre_page_bg_color,Meta: pyre_page_bg,Meta: pyre_page_bg_id,Meta: pyre_page_bg_full,Meta: pyre_page_bg_repeat,Meta: pyre_wide_page_bg_color,Meta: pyre_wide_page_bg,Meta: pyre_wide_page_bg_id,Meta: pyre_wide_page_bg_full,Meta: pyre_wide_page_bg_repeat,Meta: pyre_page_title,Meta: pyre_page_title_breadcrumbs_search_bar,Meta: pyre_page_title_text,Meta: pyre_page_title_text_alignment,Meta: pyre_page_title_custom_text,Meta: pyre_page_title_text_size,Meta: pyre_page_title_line_height,Meta: pyre_page_title_font_color,Meta: pyre_page_title_custom_subheader,Meta: pyre_page_title_custom_subheader_text_size,Meta: pyre_page_title_subheader_font_color,Meta: pyre_page_title_100_width,Meta: pyre_page_title_height,Meta: pyre_page_title_mobile_height,Meta: pyre_page_title_bar_bg_color,Meta: pyre_page_title_bar_borders_color,Meta: pyre_page_title_bar_bg,Meta: pyre_page_title_bar_bg_id,Meta: pyre_page_title_bar_bg_retina,Meta: pyre_page_title_bar_bg_retina_id,Meta: pyre_page_title_bar_bg_full,Meta: pyre_page_title_bg_parallax,Meta: fusion_builder_status,Meta: count_items,Meta: mep_event_show_attendee_list,Meta: mep_event_attendee_edit_frontend,Meta: avada_post_views_count,Meta: avada_today_post_views_count,Meta: avada_post_views_count_today_date,Meta: _wp_old_date,Meta: _fusion_google_fonts,Meta: _last_editor_used_jetpack,Meta: _wp_desired_post_slug,Meta: mep_name_label,Meta: mep_email_label,Meta: mep_phone_label,Meta: mep_address_label,Meta: mep_tshirt_label,Meta: mep_desg_label,Meta: mep_website_label,Meta: mep_veg_label,Meta: mep_company_label,Meta: mep_gender_label,Meta: pyre_show_first_featured_image,Meta: pyre_fimg_width,Meta: pyre_fimg_height,Meta: pyre_video,Meta: pyre_post_pagination,Meta: pyre_image_rollover_icons,Meta: pyre_link_icon_url,Meta: pyre_post_links_target,Meta: pyre_post_meta,Meta: pyre_share_box,Meta: pyre_author_info,Meta: pyre_related_posts,Meta: pyre_post_comments,Meta: link_mep_event,Meta: mep_event_reg_form_id,Meta: _oembed_ad976091c3116a531052b014f544bf4b,Meta: _oembed_ade4fa61f34aa4aa73253959edcab968,Meta: _gd_mwc_is_new_object,Meta: _yoast_wpseo_primary_pwb-brand,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_inclusive_language_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Meta: _yoast_wpseo_metadesc
318,simple,1877,Varga Rifle Shooting Frame (Basic),1,0,visible,"""The VARGA RIFLE SHOOTING FRAME can be used for all rifle Shooters. The frame ensures optimum conditions for all shooters under extreme light conditions and helps in getting a better sight picture. The square- headed frame prevents any kind of movement while shooting. FEATURES: • Excellent frames, latest model • New aluminium fittings means extra strength and lighter weight • Matt silver finish • Complete with ISSF flip-up blinder • Adjustable lens holder • Adjustable nose bridge •Nose-bridge and lens holder can now be accurately positioned for all disciplines with the new clamp design which can be moved left and right in a variation of different angles meaning that the lens can still be used in any position without the nose-bridge bar obstructing the view""","•23mm lens holder with a hinge in the vertical post\n\n•30 mm I.S.S.F. white eyeshield\n\n\n\n&nbsp;\n\n\n\n• Excellent frames, latest model • New aluminium fittings means extra strength and lighter weight • Matt silver finish • Complete with ISSF flip-up blinder • Adjustable lens holder • Adjustable nose bridge",,,taxable,,0,,,0,0,,,,,0,,,14999,Shooting Equipment,"Rifle Shooting frame, Varga- Rifle Shooting frame, Varga-Shooting frame",Variable 250,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/320-3000r.jpg,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,off,0,off,off,272,1,29-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"simple, virtual",1907,Morini CM-162EI .177 Cal Match Air Pistol,1,0,visible,"Uses pre-charged natural air eliminating temperature and pressure variation problems.Complete peace of mind over usable pressure remaining due to each of detachable cylinders having its front pressure gauge analog or digital. Sealing is inside the bottle and not outside in the pistol. If seal is broken you have only to use another bottle. Sufficient air for a guaranteed 200 shots when charged to 200 bar. Unique low pressure lock intercepts the loading gate to stop inconsistent velocity on later shots should any seal fail whilst shooting. Electronic trigger with ball bearing and dry-fire mechanism are unique to the 162 E's (above all other match air pistols), in that both operations are felt to be the same on the trigger - pulling only closing a switch not a mechanical interlink system with partial disconnect. Twin AAA batteries (available anywhere) give up more than 15000 shots.On/Off switch with auto cut-off if accidentally left on and unused. Pulse red light to indicate battery condition satisfactory to shooting. Lothar Walther precision barrel based on Morini's own concept for the ultimate in accuracy. Morini's own factory anatomical adjustable wooden grips, right or left. Muzzle compensatory fitted as standard to eliminate barrel flip. 5.0 mm foresight as standard. 4.0, 4.5, 5.5 and 6.0 mm are extra. Matt black non reflective action body and blued steel barrel with two different color cylinders for ease of identification and charging. In a rigid carry case with red plush lining profiled for pistols and factory standard accessories - provision for match pellets &amp; scoring gauge. Complete with charging adapter (to standard DIN thread), all tools that might be required for stripping, full instructions and guarantee.","<table border=""0"">\n\n<tbody>\n\n<tr>\n\n<td>Caliber</td>\n\n<td>4.5 mm / .177</td>\n\n</tr>\n\n<tr>\n\n<td>Weight</td>\n\n<td>1020 g</td>\n\n</tr>\n\n<tr>\n\n<td>Dimension (L/H/W)</td>\n\n<td>410/140/50 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Lenght of Sight Line</td>\n\n<td>310 - 350 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Barrel length</td>\n\n<td> 240 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Trigger</td>\n\n<td>Electronic</td>\n\n</tr>\n\n<tr>\n\n<td>First stage weight</td>\n\n<td>300 - 700 g</td>\n\n</tr>\n\n<tr>\n\n<td>Second stage weight</td>\n\n<td>50 - 300 g</td>\n\n</tr>\n\n<tr>\n\n<td>Battery Voltage</td>\n\n<td>2 x 1.5V</td>\n\n</tr>\n\n<tr>\n\n<td>Battery Life</td>\n\n<td>15000 Sh.</td>\n\n</tr>\n\n<tr>\n\n<td>Front sight</td>\n\n<td>4.0/4.5/5.0/5.5/6.0 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Shots with 200 Bar</td>\n\n<td>200</td>\n\n</tr>\n\n</tbody>\n\n</table>",,,taxable,,1,,,0,0,,,,,0,,,194000,"Air Pistol, Air Pistol > Sports Pistol","Morini CM-162EI, Morini CM-162EI Match Pistol, Morini Match Pistol",Variable 250,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/cm_162ei_short_1.jpg,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,,0,off,off,633,1,30-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"simple, virtual",CSS/SA/ST/007,"Drager Compressed Air Scuba Tank, 6 LITER/300 BAR",1,0,visible,"<strong>Scuba Tanks</strong> with DIN Connector and valve is 4500 PSI ( 300 bar), specifically to refill PCP Air Equipments. This tank is 300 bar working pressure, test pressure of 450 bars, 6 ltrs, steel with DIN valve.\n\n\n\n<strong>Condition Note:</strong> These are refurbished tanks. Looks may vary from piece to piece.These are sold on AnisshArmoury by a reputed Seller who has years of experience of supplying to professional and competition shooters. Does not include adapters for specific airguns. Not to be used by Scuba Divers.","[fusion_builder_container hundred_percent=""no"" equal_height_columns=""no"" menu_anchor="""" hide_on_mobile=""small-visibility,medium-visibility,large-visibility"" class="""" id="""" background_color="""" background_image="""" background_position=""center center"" background_repeat=""no-repeat"" fade=""no"" background_parallax=""none"" parallax_speed=""0.3"" video_mp4="""" video_webm="""" video_ogv="""" video_url="""" video_aspect_ratio=""16:9"" video_loop=""yes"" video_mute=""yes"" overlay_color="""" video_preview_image="""" border_size="""" border_color="""" border_style=""solid"" padding_top="""" padding_bottom="""" padding_left="""" padding_right=""""][fusion_builder_row][fusion_builder_column type=""1_1"" layout=""1_1"" background_position=""left top"" background_color="""" border_size="""" border_color="""" border_style=""solid"" border_position=""all"" spacing=""yes"" background_image="""" background_repeat=""no-repeat"" padding_top="""" padding_right="""" padding_bottom="""" padding_left="""" margin_top=""0px"" margin_bottom=""0px"" class="""" id="""" animation_type="""" animation_speed=""0.3"" animation_direction=""left"" hide_on_mobile=""small-visibility,medium-visibility,large-visibility"" center_content=""no"" last=""no"" min_height="""" hover_type=""none"" link=""""][fusion_text]\n\n\n\nCompressed Air Steel Cylinder 6.0 liters, 300 bar\n\n\n\n<strong>Technical Data</strong>\n\n<ul>\n\n 	<li>Water Capacity:­ 6.0 liters</li>\n\n 	<li>Service Pressure:­ 300 bar</li>\n\n 	<li>Material:­ Steel</li>\n\n 	<li>Free Air Capacity:­ 1636 liters</li>\n\n 	<li>Working Duration:­ 41 minutes</li>\n\n 	<li>Design life:­ 20 years</li>\n\n 	<li>Thread:­ M18 x 1.5</li>\n\n 	<li>Dimensions :­ 598 mm ” dim. 140 mm</li>\n\n</ul>\n\n[/fusion_text][/fusion_builder_column][/fusion_builder_row][/fusion_builder_container]",,,taxable,,1,,,0,0,,,,,0,,,9500,Shooting Equipment,"Compressed Air, Compressed Air Tank, DRAGER PCP Compressed Air Scuba Tank, PCP Compressed Air Tank",Variable 750,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/drager-air-cylinders-1-1.jpg,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,active,0,off,off,857,1,28-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"simple, virtual",1915,Bauer IE100-TW-300 Breathing Air Compressor,1,0,visible,"We are dealing in BAUER make HP Air Compressor-IE100-TW-300. This Air Compressor can use in filling Air Cylinder. Filling Capacity is 200 to 300 Bar.\n\n\n\nDrive options available are:\n\ni. Single Phase Electric Motor 230V 50Hz (different voltage/frequency not available)\n\nii. Three Phase Electric Motor 415V 50Hz (different voltage/frequency not available)\n\niii. 4-Stroke Petrol Engine (IE100 has Honda engine as compared to Robin/Subaru on PE100)\n\nClean breathing air: Thanks to advanced filter technology from BAUER, the IE100 comes with higher filtration system ‘P21’ on PE100.\n\nLegendary reliability: Thanks to the world-proven compressor block of the IE 100\n\nVery long maintenance intervals: They reduce compressor maintenance costs and downtimes to a minimum\n\nGlobal BAUER sales force with more than 300 partners: Supplying spare parts and maintenance supplies in next to no time for many decades\n\nThe IE 100 is by far the smallest and lightest unit in the IE series.\n\nIts possible uses are virtually unlimited: with three drive options (petrol, three-phase current and alternating current), it is suitable for use in all manner of different applications on land or in vehicles.\n\nIdeal as a breathing air compressor for groups of divers and fire crews or for the rapid filling of cartridges for sport shooting and paintball.\n\nIn the petrol version it is even capable of operation in the most remote of locations without a power supply. With an AC drive, it is even suitable for connection to a standard domestic power supply.\n\nThis lightweight and compact unit is easy to transport and will fit in almost any car boot.\n\nDimensions on a very small scale and sophisticated technology make our most compact mobile breathing air compressor ideal for shipping, as a diving compressor, in respiratory applications, and as a compressor for paintball and sport shooting.\n\n\n\nSpecifications: IE 100 compressor, 225 – 330 bar, 100 l/min, high-pressure compressor for compressing air and breathing air\n\nType designation Effective free air delivery ¹ Drive Net weight Dimensions L × W × H\n\nl/min Motor kW approx. kg cm\n\n⦁\n\nE 100-TW 100 Single phase 2.2 50 70 × 45 × 42",,,,taxable,,1,,,0,0,,,,,0,,,335000,"Accessories, Accessories > Air Compressor",,Variable 750,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/poseidon-air-compressors.jpg,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,,0,off,off,592,1,26-04-2024,2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,simple,1916,Capapie Air Rifle Shooting Gloves (Basic Model),1,0,visible,We are dealing in Air Rifle Gloves which are used in 10 Meter Shooting. This Rifle Shooting Gloves for Stability and very comfortable for holding a Rifle. You can purchase this Air Rifle Leather Shooting Gloves.,,,,taxable,,1,,,0,0,,,,,0,,,,Shooting Equipment,"Basic Rifle Shooting Gloves, Rifle Shooting Gloves, Shooting Gloves",,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/TOPLINE-CUT-FINGER-front-and-back.png,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,,0,off,off,611,1,30-04-2024,2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"simple, virtual",1917,Hammerli AP 20 .177 Cal Match Air Pistol,1,0,visible,"System Compressed air system 200 bar\n\nCaliber 4.5 mm (.177) pellet\n\nCylinder Aluminium cylinder\n\nCapacity more than 120 shots / cylinder\n\nMaximum energy 7.5 Joules\n\nGrip ALL-IN-ONE grip right/left, size S-L\n\nTrigger Two-stage-trigger\n\nTrigger weight (g) 500 g\n\nSights Rear sight continuously adjustable, turnable front\n\nSight length (mm) 365-375 mm\n\nBarrel Six barrel jackets in different colors\n\nBarrel length (mm) 250 mm\n\nDimensions (L/H/W mm) 415/170/50 mm\n\nWeight (g) 870 g\n\nPackaging Plastic case","System Compressed air system 200 bar\n\nCaliber 4.5 mm (.177) pellet\n\nCylinder Aluminium cylinder\n\nCapacity more than 120 shots / cylinder\n\nMaximum energy 7.5 Joules\n\nGrip ALL-IN-ONE grip right/left, size S-L\n\nTrigger Two-stage-trigger\n\nTrigger weight (g) 500 g\n\nSights Rear sight continuously adjustable, turnable front\n\nSight length (mm) 365-375 mm\n\nBarrel Six barrel jackets in different colors\n\nBarrel length (mm) 250 mm\n\nDimensions (L/H/W mm) 415/170/50 mm\n\nWeight (g) 870 g\n\nPackaging Plastic case",,,taxable,,1,,,0,0,,,,,0,,,75000,"Air Pistol, Air Pistol > Sports Pistol","Hammerli Match Pistol, Hammerli Model AP 20, Match Pistol",Variable 250,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/Capture-4.png,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,off,0,off,off,335,2,30-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"simple, virtual",1919,Morini CM-162 EI-TI .177 Cal Match Air Pistol,1,0,visible,"<p class=""p2""><strong>Weight:</strong> 1020 g</p>\n\n<p class=""p2""><strong>Dimension (L/H/W): </strong>410/140/50 mm</p>\n\n<p class=""p1""><strong>Lenght of Sight Line: </strong>310 - 350 mm</p>\n\n<p class=""p2""><strong>Barrell Length:</strong> <span class=""s2"">240 mm</span></p>\n\n<p class=""p1""><strong><span class=""s1"">Trigger:</span></strong> Electronic</p>","[fusion_builder_container type=""flex"" hundred_percent=""no"" equal_height_columns=""no"" menu_anchor="""" hide_on_mobile=""small-visibility,medium-visibility,large-visibility"" class="""" id="""" background_color="""" background_image="""" background_position=""center center"" background_repeat=""no-repeat"" fade=""no"" background_parallax=""none"" parallax_speed=""0.3"" video_mp4="""" video_webm="""" video_ogv="""" video_url="""" video_aspect_ratio=""16:9"" video_loop=""yes"" video_mute=""yes"" overlay_color="""" video_preview_image="""" border_color="""" border_style=""solid"" padding_top="""" padding_bottom="""" padding_left="""" padding_right=""""][fusion_builder_row][fusion_builder_column type=""1_1"" layout=""1_1"" background_position=""left top"" background_color="""" border_color="""" border_style=""solid"" border_position=""all"" spacing=""yes"" background_image="""" background_repeat=""no-repeat"" padding_top="""" padding_right="""" padding_bottom="""" padding_left="""" margin_top=""0px"" margin_bottom=""0px"" class="""" id="""" animation_type="""" animation_speed=""0.3"" animation_direction=""left"" hide_on_mobile=""small-visibility,medium-visibility,large-visibility"" center_content=""no"" last=""true"" min_height="""" hover_type=""none"" link="""" border_sizes_top="""" border_sizes_bottom="""" border_sizes_left="""" border_sizes_right="""" first=""true""][fusion_text]\n\n<table border=""0"">\n\n<tbody>\n\n<tr>\n\n<td>Caliber</td>\n\n<td>4.5 mm / .177</td>\n\n</tr>\n\n<tr>\n\n<td>Weight</td>\n\n<td>1020 g</td>\n\n</tr>\n\n<tr>\n\n<td>Dimension (L/H/W)</td>\n\n<td>410/140/50 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Lenght of Sight Line</td>\n\n<td>310 - 350 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Barrell Length</td>\n\n<td>240 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Trigger</td>\n\n<td>Electroni</td>\n\n</tr>\n\n<tr>\n\n<td>First stage weight</td>\n\n<td>300 - 700 g</td>\n\n</tr>\n\n<tr>\n\n<td>Second stage weight</td>\n\n<td>50 - 300 g</td>\n\n</tr>\n\n<tr>\n\n<td>Battery Voltage</td>\n\n<td>2 x 1.5V</td>\n\n</tr>\n\n<tr>\n\n<td>Battery Life</td>\n\n<td>15000 Sh.</td>\n\n</tr>\n\n<tr>\n\n<td>Front sight</td>\n\n<td>4.0/4.5/5.0/5.5/6.0 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Shots with 200 Bar</td>\n\n<td>200</td>\n\n</tr>\n\n</tbody>\n\n</table>\n\n[/fusion_text][/fusion_builder_column][/fusion_builder_row][/fusion_builder_container]",,,taxable,,1,,,0,0,,,,,0,,,220000,"Air Pistol, Air Pistol > Sports Pistol","Morini Air Pistol, Morini CM-162EI-TI-L, Morini Match Pistol",,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/Capture-5.png,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,off,0,off,off,980,1,30-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,simple,1921,Morini CM-162MI .177 Cal Match Air Pistol,1,0,visible,"Morini CM 162EI Air Pistol but with mechanical trigger, Cylinder with Digital or Ana log pressure gauge, The dry fire system can be activated within cocking, The grip can be swivelled and in synch in any direction.","<table border=""0"">\n\n<tbody>\n\n<tr>\n\n<td>Caliber</td>\n\n<td>4.5 mm / .177</td>\n\n</tr>\n\n<tr>\n\n<td>Weight</td>\n\n<td>970 g</td>\n\n</tr>\n\n<tr>\n\n<td>Dimension (L/H/W)</td>\n\n<td>410/140/50 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Lenght of Sight Line</td>\n\n<td>310 - 350 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Barrel length</td>\n\n<td>240 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Trigger</td>\n\n<td>Mechanic First stage</td>\n\n</tr>\n\n<tr>\n\n<td>Weight</td>\n\n<td>300 - 700 g</td>\n\n</tr>\n\n<tr>\n\n<td>Second stage weight</td>\n\n<td>100 - 300 g</td>\n\n</tr>\n\n<tr>\n\n<td>Front sight</td>\n\n<td>4.0/4.5/5.0/5.5/6.0 mm</td>\n\n</tr>\n\n<tr>\n\n<td>Shots with 200 Bar</td>\n\n<td>200</td>\n\n</tr>\n\n</tbody>\n\n</table>",,,taxable,,1,,,0,0,,,,,0,,,163000,"Air Pistol, Air Pistol > Sports Pistol","Morini 162MI, Morini 162MI Match Pistol",Variable 250,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/cm_162mi-front.jpg,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,,0,off,off,488,1,28-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,simple,CSS/SA/RT/002,Air Rifle Shooting Target Paper (Set of 100 Target),1,0,visible,"Targets are made to fit both pellet traps, as well as range use. The target is on cardboard for easier sighting and better stability. 10CM x 10CM. Package of 1000.Improve your accuracy with this 1000-pack of paper targets. The targets come on poster board for easier sighting and better stability, and are designed for the Cone pellet trap in addition to range use. Always use appropriate ear and eye protection and make sure your range has a secure and reliable backstop.","[fusion_builder_container hundred_percent=""no"" equal_height_columns=""no"" menu_anchor="""" hide_on_mobile=""small-visibility,medium-visibility,large-visibility"" class="""" id="""" background_color="""" background_image="""" background_position=""center center"" background_repeat=""no-repeat"" fade=""no"" background_parallax=""none"" parallax_speed=""0.3"" video_mp4="""" video_webm="""" video_ogv="""" video_url="""" video_aspect_ratio=""16:9"" video_loop=""yes"" video_mute=""yes"" overlay_color="""" video_preview_image="""" border_size="""" border_color="""" border_style=""solid"" padding_top="""" padding_bottom="""" padding_left="""" padding_right=""""][fusion_builder_row][fusion_builder_column type=""1_1"" layout=""1_1"" background_position=""left top"" background_color="""" border_size="""" border_color="""" border_style=""solid"" border_position=""all"" spacing=""yes"" background_image="""" background_repeat=""no-repeat"" padding_top="""" padding_right="""" padding_bottom="""" padding_left="""" margin_top=""0px"" margin_bottom=""0px"" class="""" id="""" animation_type="""" animation_speed=""0.3"" animation_direction=""left"" hide_on_mobile=""small-visibility,medium-visibility,large-visibility"" center_content=""no"" last=""no"" min_height="""" hover_type=""none"" link=""""][fusion_text]
\n
\n10 Meter Air Rifle Target Paper.
\n
\n- 10cm x10cm.
\n
\n- Set of 1000 Target Papers
\n
\n- Designed to fit standard target holders
\n
\n- With bull and numbered rings
\n
\n[/fusion_text][/fusion_builder_column][/fusion_builder_row][/fusion_builder_container]",,,taxable,,1,,,0,0,,,,,0,,,100,"Accessories, Accessories > Targets","Air Rifle Target, Target",Variable 250,https://colonelzsharpshooterz.com/wp-content/uploads/2024/05/1200px-10_m_Air_Rifle_target.svg.png,,,,,,,,,0,,no,,,default,,yes,default,,,,,no,repeat,default,default,default,default,default,,default,,no,0,,0,0,default,default,,,,default,,,,default,default,,,,default,default,default,default,default,default,,,,,,,,default,,,,,,,,,default,default,active,0,off,off,972,2,30-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
